,Nb process http,Nb process php,Nb connection mysql,Disque write global,Ram http,Ram php,Ram global
2020-09-12 12:29:00,188.0,34.0,50.0,328.11,2.1,2.9,23.21
2020-09-12 12:30:00,192.0,34.0,52.0,196.54,2.1,3.1,23.23
2020-09-12 12:31:00,194.0,34.0,52.0,326.63,2.1,3.1,23.39
2020-09-12 12:32:00,185.0,33.0,65.0,376.7,2.0,3.3,23.39
2020-09-12 12:33:00,227.0,33.0,56.0,203.42,2.4,3.1,23.64
2020-09-12 12:34:00,167.0,33.0,58.0,173.74,1.8,3.0,23.17
2020-09-12 12:35:00,183.0,34.0,54.0,204.14,2.0,3.1,23.25
2020-09-12 12:36:00,192.0,34.0,55.0,264.69,2.1,3.2,23.38
2020-09-12 12:37:00,160.0,34.0,51.0,217.76,1.8,3.1,23.71
2020-09-12 12:38:00,180.0,32.0,56.0,278.73,2.0,3.0,23.53
2020-09-12 12:39:00,164.0,31.0,51.0,253.84,1.8,2.9,23.32
2020-09-12 12:40:00,180.0,32.0,50.0,310.21,1.9,3.2,23.28
2020-09-12 12:41:00,168.0,31.0,47.0,223.96,1.8,3.0,23.04
2020-09-12 12:42:00,164.0,31.0,59.0,265.44,1.8,2.9,23.11
2020-09-12 12:43:00,178.0,34.0,51.0,294.89,1.9,3.2,23.08
2020-09-12 12:44:00,154.0,32.0,53.0,196.61,1.7,3.1,23.16
2020-09-12 12:45:00,167.0,32.0,59.0,191.32,1.8,3.2,23.14
2020-09-12 12:46:00,179.0,32.0,64.0,342.72,1.9,3.0,23.14
2020-09-12 12:47:00,162.0,32.0,59.0,328.96,1.8,3.2,23.52
2020-09-12 12:48:00,169.0,33.0,57.0,273.15,1.8,3.0,23.17
2020-09-12 12:49:00,181.0,33.0,57.0,215.04,2.0,3.1,23.37
2020-09-12 12:50:00,163.0,32.0,52.0,237.9,1.8,3.1,23.71
2020-09-12 12:51:00,194.0,32.0,48.0,215.64,2.1,3.1,23.34
2020-09-12 12:52:00,152.0,31.0,49.0,278.57,1.7,3.0,23.21
2020-09-12 12:53:00,203.0,33.0,58.0,337.71,2.2,3.0,23.44
2020-09-12 12:54:00,157.0,32.0,57.0,252.66,1.8,3.0,23.01
2020-09-12 12:55:00,169.0,32.0,48.0,240.93,1.8,2.9,23.08
2020-09-12 12:56:00,161.0,31.0,50.0,275.3,1.8,2.9,23.03
2020-09-12 12:57:00,157.0,31.0,63.0,193.85,1.7,3.1,22.96
2020-09-12 12:58:00,135.0,31.0,54.0,204.34,1.5,3.1,23.4
2020-09-12 12:59:00,169.0,31.0,66.0,192.0,1.8,3.1,23.51
2020-09-12 13:00:00,139.0,33.0,54.0,183.64,1.5,3.0,23.46
2020-09-12 13:01:00,150.0,33.0,53.0,273.98,1.7,3.1,23.55
2020-09-12 13:02:00,152.0,33.0,55.0,208.22,1.7,3.0,24.05
2020-09-12 13:03:00,166.0,34.0,60.0,194.21,1.8,3.0,23.61
2020-09-12 13:04:00,178.0,33.0,50.0,221.48,2.0,3.0,23.69
2020-09-12 13:05:00,200.0,33.0,56.0,288.03,2.1,3.1,23.89
2020-09-12 13:06:00,168.0,31.0,54.0,258.85,1.9,2.9,23.87
2020-09-12 13:07:00,161.0,33.0,53.0,213.4,1.8,3.0,23.99
2020-09-12 13:08:00,181.0,34.0,51.0,193.27,2.0,3.3,23.82
2020-09-12 13:09:00,202.0,32.0,50.0,264.29,2.2,3.2,23.79
2020-09-12 13:10:00,169.0,33.0,64.0,233.33,1.9,3.2,23.7
2020-09-12 13:11:00,170.0,33.0,51.0,366.91,1.9,3.0,23.73
2020-09-12 13:12:00,168.0,33.0,66.0,205.33,1.9,2.9,22.69
2020-09-12 13:13:00,166.0,32.0,48.0,196.81,1.8,3.0,22.39
2020-09-12 13:14:00,177.0,32.0,51.0,191.57,1.9,2.9,22.4
2020-09-12 13:15:00,164.0,34.0,55.0,193.75,1.8,3.1,22.43
2020-09-12 13:16:00,181.0,32.0,66.0,186.03,2.0,3.0,22.29
2020-09-12 13:17:00,172.0,31.0,51.0,274.92,1.9,2.9,22.26
2020-09-12 13:18:00,170.0,32.0,48.0,203.08,1.9,3.0,22.34
2020-09-12 13:19:00,161.0,32.0,54.0,180.22,1.8,2.9,22.23
2020-09-12 13:20:00,165.0,31.0,51.0,341.41,1.9,3.1,22.15
2020-09-12 13:21:00,157.0,33.0,55.0,414.99,1.8,3.4,22.17
2020-09-12 13:22:00,177.0,33.0,55.0,207.13,1.9,3.1,22.21
2020-09-12 13:23:00,189.0,32.0,51.0,325.22,2.1,3.3,22.29
2020-09-12 13:24:00,198.0,33.0,57.0,191.38,2.1,3.1,22.41
2020-09-12 13:25:00,151.0,33.0,54.0,182.11,1.7,3.2,22.18
2020-09-12 13:26:00,152.0,33.0,58.0,166.98,1.7,3.2,22.33
2020-09-12 13:27:00,142.0,32.0,52.0,251.15,1.6,3.2,22.07
2020-09-12 13:28:00,164.0,32.0,53.0,274.26,1.8,3.3,22.26
2020-09-12 13:29:00,178.0,33.0,55.0,275.48,1.9,3.1,22.25
2020-09-12 13:30:00,152.0,31.0,64.0,240.35,1.7,3.0,22.14
2020-09-12 13:31:00,174.0,33.0,56.0,257.79,1.9,2.8,22.36
2020-09-12 13:32:00,152.0,33.0,49.0,285.16,1.7,3.0,22.37
2020-09-12 13:33:00,155.0,32.0,49.0,184.66,1.7,3.1,22.33
2020-09-12 13:34:00,143.0,32.0,56.0,168.97,1.6,3.1,22.36
2020-09-12 13:35:00,144.0,32.0,52.0,157.8,1.6,3.2,22.34
2020-09-12 13:36:00,170.0,34.0,56.0,187.06,1.9,3.0,22.44
2020-09-12 13:37:00,149.0,33.0,49.0,181.23,1.7,3.2,22.42
2020-09-12 13:38:00,161.0,33.0,59.0,272.48,1.8,3.1,22.56
2020-09-12 13:39:00,173.0,33.0,57.0,355.88,1.9,3.1,22.34
2020-09-12 13:40:00,172.0,31.0,49.0,345.94,1.9,3.1,22.22
2020-09-12 13:41:00,202.0,34.0,50.0,523.58,2.2,3.2,22.51
2020-09-12 13:42:00,145.0,32.0,51.0,202.91,1.7,3.2,22.24
2020-09-12 13:43:00,152.0,32.0,68.0,192.8,1.7,2.9,22.38
2020-09-12 13:44:00,141.0,31.0,59.0,241.05,1.6,3.0,22.1
2020-09-12 13:45:00,162.0,34.0,54.0,194.78,1.8,3.2,22.23
2020-09-12 13:46:00,173.0,34.0,56.0,251.33,1.9,3.2,22.34
2020-09-12 13:47:00,174.0,33.0,56.0,234.7,1.9,2.9,22.47
2020-09-12 13:48:00,166.0,31.0,48.0,255.68,1.9,2.9,22.39
2020-09-12 13:49:00,159.0,32.0,52.0,177.08,1.8,2.8,22.44
2020-09-12 13:50:00,177.0,32.0,53.0,179.7,2.0,3.0,22.23
2020-09-12 13:51:00,157.0,33.0,51.0,201.58,1.8,2.9,22.25
2020-09-12 13:52:00,171.0,32.0,53.0,177.04,1.9,3.0,22.3
2020-09-12 13:53:00,165.0,31.0,50.0,378.46,1.8,3.0,22.16
2020-09-12 13:54:00,175.0,32.0,50.0,337.59,1.9,2.9,22.21
2020-09-12 13:55:00,154.0,31.0,52.0,299.66,1.7,3.1,22.03
